node_id,node_type,node_subtype,degree,source,source_edge,name,notes,display_group,display_color,display_label,infra_field,infra_type,infra_class,infra_category,infra_name,display_name,gate_name,gate_name_status,needs_gate_name_review,snap_dist_m,index_right,grid_x,grid_y,grid_id,lat,lon,cell_seq,grid_node_code
N8565,junction,,4.0,graph,,N8565,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77838549729553,-73.97319559614644,30,25030
N0098,junction,,3.0,graph,,N0098,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77836520069041,-73.97301229708302,31,25031
N0099,junction,,4.0,graph,,N0099,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77830080163962,-73.97312890231707,32,25032
N8568,junction,,4.0,graph,,N8568,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.778209898963574,-73.97305509916556,33,25033
N9036,junction,,3.0,graph,,N9036,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77808659819897,-73.97295959933457,34,25034
N9034,junction,,3.0,graph,,N9034,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.7780108034181,-73.97340520551178,35,25035
N11456,junction,,3.0,graph,,N11456,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77798889870906,-73.97310189915409,36,25036
N11443,junction,,3.0,graph,,N11443,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77791650180918,-73.97332499615109,37,25037
N11435,junction,,3.0,graph,,N11435,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.7778583017017,-73.97294370475839,38,25038
N9027,junction,,3.0,graph,,N9027,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77783499987292,-73.97336209852729,39,25039
N11440,dead_end,,1.0,graph,,N11440,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.777698799488654,-73.97279190516042,40,25040
N11424,junction,,3.0,graph,,N11424,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.777698003049,-73.97291900089948,41,25041
N11433,junction,,3.0,graph,,N11433,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.7776791023909,-73.97287839638234,42,25042
N11393,junction,,3.0,graph,,N11393,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77759970427947,-73.97305570394502,43,25043
N0246,junction,,3.0,graph,,N0246,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77747479830327,-73.9742472003384,44,25044
N0241,junction,,4.0,graph,,N0241,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77739019746382,-73.9740918049116,45,25045
N0244,junction,,4.0,graph,,N0244,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77733730189736,-73.97396230080818,46,25046
N0242,junction,,3.0,graph,,N0242,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.777292899739116,-73.97412239438557,47,25047
INF_0077,infrastructure,amenity:drinking_water,,infrastructure,E08922,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,3.213496732637746,9,2,5,25,40.77611433014,-73.9754367487258,48,25048
N0601,junction,,3.0,graph,,N0601,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77610429704248,-73.97545650339028,49,25049
C_INT_0004,intermediate_confirmation,length_confirmation,,edge_rule,E00627,length_confirmation_4,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.776099601249925,-73.9740444989137,50,25050
N0599,junction,,4.0,graph,,N0599,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77606720021372,-73.9753610994693,51,25051
N0595,junction,,4.0,graph,,N0595,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77604259676599,-73.97553339857588,52,25052
N6941,junction,,4.0,graph,,N6941,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.776005909042865,-73.97565047220172,53,25053
N0596,junction,,3.0,graph,,N0596,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.775979703293245,-73.97559360334145,54,25054
N6903,junction,,3.0,graph,,N6903,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77589840014648,-73.97385759789195,55,25055
N8215,junction,,3.0,graph,,N8215,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.775851800176966,-73.97522609541083,56,25056
INF_0170,infrastructure,tourism:artwork,,infrastructure,E08442,John Lennon's Imagine,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,John Lennon's Imagine,John Lennon's Imagine,,,False,4.438443818295916,9,2,5,25,40.77576378192375,-73.9751708245476,57,25057
N8193,junction,,3.0,graph,,N8193,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77566049910251,-73.9750851997126,58,25058
N6918,junction,,3.0,graph,,N6918,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.775640103892144,-73.97595370454027,59,25059
N8214,junction,,3.0,graph,,N8214,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77563540450038,-73.97532590369411,60,25060
N0398,junction,,3.0,graph,,N0398,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.7751540980771,-73.97554630182886,61,25061
N7757,junction,,3.0,graph,,N7757,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.775002803780254,-73.9745779058265,62,25062
N5470,junction,,3.0,graph,,N5470,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77474030284258,-73.97622179630123,63,25063
N0384,junction,,4.0,graph,,N0384,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77470489671068,-73.97482730454219,64,25064
N3407,junction,,3.0,graph,,N3407,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.774616396090394,-73.97556750214628,65,25065
N8039,junction,,3.0,graph,,N8039,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77455169937901,-73.97562550549658,66,25066
N0404,junction,,5.0,graph,,N0404,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.774526100720756,-73.97543510480908,67,25067
N3406,junction,,4.0,graph,,N3406,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77446979984377,-73.97534599421589,68,25068
N8005,junction,,4.0,graph,,N8005,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77442990170927,-73.97530439826534,69,25069
N7999,junction,,3.0,graph,,N7999,,core,red,Core candidate node,,,,,,,,,,,9,2,5,25,40.77415140435402,-73.97505450038788,70,25070
N7027,junction,,3.0,graph,,N7027,length_confirmation,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78380300010597,-73.95972190304224,1,31001
C_INT_0016,intermediate_confirmation,length_confirmation,,edge_rule,E07247,length_confirmation_16,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78332036210919,-73.95952819118756,2,31002
C_INT_0017,intermediate_confirmation,length_confirmation,,edge_rule,E07247,length_confirmation_17,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.782691222192284,-73.95999047356308,3,31003
C_INT_0018,intermediate_confirmation,length_confirmation,,edge_rule,E07247,length_confirmation_18,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.782062080249474,-73.96045274712695,4,31004
N4409,junction,,3.0,graph,,N4409,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78180019902587,-73.9623260997074,5,31005
N4408,junction,,3.0,graph,,N4408,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.781787399909284,-73.96226920031461,6,31006
N2533,junction,,4.0,graph,,N2533,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.781604299890596,-73.96224760154237,7,31007
N12878,junction,,3.0,graph,,N12878,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78153700305282,-73.96091480086875,8,31008
N6451,junction,,3.0,graph,,N6451,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78153270119509,-73.9622035042305,9,31009
N12886,junction,,3.0,graph,,N12886,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78144599626484,-73.96161980360286,10,31010
INF_0298,infrastructure,amenity:toilets,,infrastructure,E13502,Toilets,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Toilets,Toilets,,,False,44.67343651310508,10,3,1,31,40.78133197819726,-73.96132021470801,11,31011
N1945,junction,,3.0,graph,,N1945,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.780847797009486,-73.9621505969109,12,31012
INF_0009,infrastructure,leisure:playground,,infrastructure,E12541,Ancient Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,Ancient Playground,Ancient Playground,,,False,29.363063138587115,10,3,1,31,40.78064222836441,-73.96193166740437,13,31013
INF_0008,infrastructure,amenity:cafe,,infrastructure,E01907,American Wing Café,useful_infrastructure; amenity:cafe,infrastructure,#ff7f0e,Food / cafe,amenity,cafe,Food / cafe,Food / cafe,American Wing Café,American Wing Café,,,False,8.155956987355122,10,3,1,31,40.78028360000001,-73.9636905,14,31014
N1920,dead_end,,1.0,graph,,N1920,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.78028359769277,-73.96369049525012,15,31015
INF_0321,infrastructure,entrance:main,,infrastructure,E13804,Unnamed main entrance,useful_infrastructure; entrance:main,infrastructure,#7f7f7f,Entrance / gate,entrance,main,Entrance / gate,Entrance / gate,Unnamed main entrance,Unnamed main entrance,,missing_name,True,21.67654416341239,10,3,1,31,40.779250047176504,-73.96226094454391,16,31016
INF_0275,infrastructure,tourism:museum,,infrastructure,E13803,The Metropolitan Museum of Art,useful_infrastructure; tourism:museum,infrastructure,#9467bd,Information / landmark,tourism,museum,Information / landmark,Information / landmark,The Metropolitan Museum of Art,The Metropolitan Museum of Art,,,False,93.04717331815606,10,3,1,31,40.77903511823452,-73.96241678016959,17,31017
INF_0322,infrastructure,entrance:main,,infrastructure,E13803,Unnamed main entrance,useful_infrastructure; entrance:main,infrastructure,#7f7f7f,Entrance / gate,entrance,main,Entrance / gate,Entrance / gate,Unnamed main entrance,Unnamed main entrance,,missing_name,True,21.748418489876403,10,3,1,31,40.77902545759204,-73.96242378276519,18,31018
INF_0329,infrastructure,entrance:yes,,infrastructure,E13801,Unnamed yes entrance,useful_infrastructure; entrance:yes,infrastructure,#7f7f7f,Entrance / gate,entrance,yes,Entrance / gate,Entrance / gate,Unnamed yes entrance,Unnamed yes entrance,,missing_name,True,24.891643525372764,10,3,1,31,40.77861791340646,-73.96272103040752,19,31019
INF_0166,infrastructure,tourism:information,,infrastructure,E01843,Information,useful_infrastructure; tourism:information,infrastructure,#9467bd,Information / landmark,tourism,information,Information / landmark,Information / landmark,Information,Information,,,False,5.142314980897398,10,3,1,31,40.778213404316396,-73.96486056075489,20,31020
INF_0146,infrastructure,tourism:artwork,,infrastructure,E09398,Group of Bears,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Group of Bears,Group of Bears,,,False,58.658235348251445,10,3,1,31,40.7777581,-73.96333890000001,21,31021
INF_0251,infrastructure,leisure:playground,,infrastructure,E09398,Ruth and Arthur Smadbeck-Heckscher East Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,Ruth and Arthur Smadbeck-Heckscher East Playground,Ruth and Arthur Smadbeck-Heckscher East Playground,,,False,57.53336731757773,10,3,1,31,40.7777581,-73.96333890000001,22,31022
N9070,dead_end,,1.0,graph,,N9070,,core,red,Core candidate node,,,,,,,,,,,10,3,1,31,40.777758096983916,-73.96333889741818,23,31023
N8336,junction,,3.0,graph,,N8336,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78236790200734,-73.9642165969133,1,32001
INF_0051,infrastructure,amenity:drinking_water,,infrastructure,E07181,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.2881298633997913,11,3,2,32,40.78217029791369,-73.96255323474358,2,32002
INF_0320,infrastructure,entrance:main,,infrastructure,E07181,Unnamed main entrance,useful_infrastructure; entrance:main,infrastructure,#7f7f7f,Entrance / gate,entrance,main,Entrance / gate,Entrance / gate,Unnamed main entrance,Unnamed main entrance,,missing_name,True,3.215466431717697,11,3,2,32,40.782163985702084,-73.96254040646653,3,32003
N4667,junction,,3.0,graph,,N4667,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78216310147124,-73.96302759862752,4,32004
N7006,junction,,3.0,graph,,N7006,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78216290008418,-73.96253819593746,5,32005
N2521,junction,,4.0,graph,,N2521,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78207359719249,-73.96260699496375,6,32006
N2519,junction,,4.0,graph,,N2519,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78195191657352,-73.96270066349946,7,32007
N2491,junction,,3.0,graph,,N2491,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78180889908696,-73.96479099418089,8,32008
N2516,junction,,4.0,graph,,N2516,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78163935486943,-73.9629944676136,9,32009
N2472,junction,,3.0,graph,,N2472,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78157369817527,-73.96406110091964,10,32010
INF_0053,infrastructure,amenity:drinking_water,,infrastructure,E02487,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.3157907497295693,11,3,2,32,40.781565136474825,-73.9633003095493,11,32011
INF_0070,infrastructure,amenity:drinking_water,,infrastructure,E02461,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.87819107746163,11,3,2,32,40.78156510000001,-73.9639319,12,32012
N2527,junction,,4.0,graph,,N2527,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78156351307801,-73.96287615302462,13,32013
N6446,junction,,4.0,graph,,N6446,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.781524409048856,-73.96281515954654,14,32014
N2478,junction,,3.0,graph,,N2478,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78142469857697,-73.96366670263528,15,32015
N2493,junction,,4.0,graph,,N2493,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78134909560131,-73.96357590201742,16,32016
N1765,junction,,3.0,graph,,N1765,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78131360040277,-73.96519160529132,17,32017
N1924,junction,,3.0,graph,,N1924,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78129200100091,-73.96352479917847,18,32018
N1777,junction,,3.0,graph,,N1777,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78129029665757,-73.96474179438177,19,32019
INF_0139,infrastructure,leisure:pitch,,infrastructure,E01751,Great Lawn Ball Field 4,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Great Lawn Ball Field 4,Great Lawn Ball Field 4,,,False,53.5620981533255,11,3,2,32,40.781235870204334,-73.96522519306475,20,32020
INF_0088,infrastructure,amenity:drinking_water,,infrastructure,E01911,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,4.53772059830926,11,3,2,32,40.78122884285036,-73.96351171844725,21,32021
N1905,junction,,3.0,graph,,N1905,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78120220074649,-73.96350620258865,22,32022
INF_0005,infrastructure,tourism:artwork,,infrastructure,E08550,Alexander Hamilton,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Alexander Hamilton,Alexander Hamilton,,,False,28.319751941304062,11,3,2,32,40.78118222148533,-73.96484418712323,23,32023
N1079,junction,,3.0,graph,,N1079,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78064520016255,-73.96556560058677,24,32024
N1923,junction,,3.0,graph,,N1923,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78050920443896,-73.96447430144802,25,32025
N5630,junction,,3.0,graph,,N5630,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.780404899667516,-73.96536639479343,26,32026
INF_0071,infrastructure,amenity:drinking_water,,infrastructure,E05694,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.952417411786392,11,3,2,32,40.78037880111311,-73.96536990530544,27,32027
N1867,junction,,4.0,graph,,N1867,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78035759882685,-73.96429019485701,28,32028
N5618,junction,,3.0,graph,,N5618,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.78005550018079,-73.96547880570228,29,32029
N5610,dead_end,,1.0,graph,,N5610,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77973990137252,-73.96547079708101,30,32030
INF_0025,infrastructure,tourism:attraction,,infrastructure,E05674,Cleopatra's Needle,useful_infrastructure; tourism:attraction,infrastructure,#9467bd,Information / landmark,tourism,attraction,Information / landmark,Information / landmark,Cleopatra's Needle,Cleopatra's Needle,,,False,13.145216209774212,11,3,2,32,40.7797399,-73.9654708,31,32031
N2471,junction,,3.0,graph,,N2471,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77971970270783,-73.96578110200872,32,32032
N11883,dead_end,,1.0,graph,,N11883,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.7796666967818,-73.96555390439468,33,32033
N2706,junction,,3.0,graph,,N2706,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77949980105613,-73.9650850019587,34,32034
N1068,junction,,4.0,graph,,N1068,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77936209872221,-73.9658927953649,35,32035
N1887,junction,,3.0,graph,,N1887,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77924289898,-73.96491209484839,36,32036
N1846,junction,,3.0,graph,,N1846,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77920639994237,-73.96495559634621,37,32037
N2417,junction,,3.0,graph,,N2417,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77908649580292,-73.96668909432724,38,32038
N13286,dead_end,,1.0,graph,,N13286,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.7790734040018,-73.96464070423278,39,32039
INF_0180,infrastructure,amenity:restaurant,,infrastructure,E13955,Met Dining Room,useful_infrastructure; amenity:restaurant,infrastructure,#ff7f0e,Food / cafe,amenity,restaurant,Food / cafe,Food / cafe,Met Dining Room,Met Dining Room,,,False,24.81984256021047,11,3,2,32,40.7790734,-73.9646407,40,32040
INF_0205,infrastructure,amenity:cafe,,infrastructure,E13955,Petrie Court Café,useful_infrastructure; amenity:cafe,infrastructure,#ff7f0e,Food / cafe,amenity,cafe,Food / cafe,Food / cafe,Petrie Court Café,Petrie Court Café,,,False,18.278951792889146,11,3,2,32,40.7790734,-73.9646407,41,32041
N1863,junction,,4.0,graph,,N1863,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77907007458646,-73.96552899538725,42,32042
N2427,dead_end,,1.0,graph,,N2427,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77898660111858,-73.96680770271354,43,32043
INF_0346,infrastructure,tourism:viewpoint,,infrastructure,E02414,Viewpoint,useful_infrastructure; tourism:viewpoint,infrastructure,#9467bd,Information / landmark,tourism,viewpoint,Information / landmark,Information / landmark,Viewpoint,Viewpoint,,,False,13.291001767891714,11,3,2,32,40.7789866,-73.9668077,44,32044
N2418,junction,,4.0,graph,,N2418,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.778973500932594,-73.96677729560152,45,32045
N2429,dead_end,,1.0,graph,,N2429,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.778956603355766,-73.9667393037108,46,32046
INF_0174,infrastructure,tourism:artwork,,infrastructure,E02416,King Jagiello Monument,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,King Jagiello Monument,King Jagiello Monument,,,False,6.183861673872214,11,3,2,32,40.77895660000001,-73.9667393,47,32047
N1842,junction,,3.0,graph,,N1842,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.778915102037736,-73.96531179643554,48,32048
N2426,junction,,3.0,graph,,N2426,,core,red,Core candidate node,,,,,,,,,,,11,3,2,32,40.77891240335468,-73.96682929472205,49,32049
N7051,junction,,3.0,graph,,N7051,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.784141996481644,-73.96508769801113,1,33001
N4327,junction,,4.0,graph,,N4327,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78402060114504,-73.9654323990487,2,33002
N7066,junction,,3.0,graph,,N7066,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783954801432756,-73.96549439609795,3,33003
N7065,junction,,3.0,graph,,N7065,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78388750084868,-73.96551760272911,4,33004
N7064,dead_end,,1.0,graph,,N7064,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783844403028084,-73.96553749458688,5,33005
N13388,dead_end,,1.0,graph,,N13388,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78376740101008,-73.96526739780553,6,33006
N13384,junction,,3.0,graph,,N13384,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783724602106474,-73.96529349530601,7,33007
N13389,dead_end,,1.0,graph,,N13389,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78367270107066,-73.96493549858701,8,33008
N13385,junction,,4.0,graph,,N13385,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78362920234676,-73.96496190341291,9,33009
N1057,dead_end,,1.0,graph,,N1057,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78362130427943,-73.96475530157483,10,33010
N12919,junction,,3.0,graph,,N12919,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78359860401631,-73.96452950521196,11,33011
N1058,junction,,4.0,graph,,N1058,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783579799038165,-73.96478199552956,12,33012
N6439,dead_end,,1.0,graph,,N6439,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78352809975335,-73.96448580196943,13,33013
N13391,junction,,3.0,graph,,N13391,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783513696537966,-73.96458330205776,14,33014
N13411,dead_end,,1.0,graph,,N13411,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78349480420556,-73.96425789515806,15,33015
N6440,junction,,4.0,graph,,N6440,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78348709642099,-73.96451220382349,16,33016
N13390,junction,,3.0,graph,,N13390,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78346679707378,-73.96445660421558,17,33017
N13413,dead_end,,1.0,graph,,N13413,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78345829875729,-73.96431269431986,18,33018
N12057,junction,,4.0,graph,,N12057,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.783416900003324,-73.96433919720567,19,33019
INF_0308,infrastructure,barrier:gate,,infrastructure,E14099,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,12,3,3,33,40.78340510000001,-73.9643465,20,33020
INF_0142,infrastructure,leisure:pitch,,infrastructure,E08596,Great Lawn Ball Field 7,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Great Lawn Ball Field 7,Great Lawn Ball Field 7,,,False,17.044298066793747,12,3,3,33,40.78338847081861,-73.96530135369824,21,33021
INF_0238,infrastructure,leisure:pitch,,infrastructure,E08598,Pitch,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Pitch,Pitch,,,False,45.51941174470563,12,3,3,33,40.783260500000004,-73.9650751,22,33022
N13289,dead_end,,1.0,graph,,N13289,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78316240303636,-73.96612200241235,23,33023
N8373,junction,,4.0,graph,,N8373,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78284709792572,-73.96419509624435,24,33024
INF_0211,infrastructure,leisure:pitch,,infrastructure,E12655,Pitch,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Pitch,Pitch,,,False,10.746488922041873,12,3,3,33,40.78278639999999,-73.9642351,25,33025
N12093,dead_end,,1.0,graph,,N12093,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.7827863983708,-73.96423510114406,26,33026
N5445,junction,,3.0,graph,,N5445,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78272339775389,-73.9664477044679,27,33027
N1764,junction,,3.0,graph,,N1764,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.782717598001234,-73.9664680007944,28,33028
N1760,junction,,4.0,graph,,N1760,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78266220399517,-73.96651609866933,29,33029
N1761,junction,,3.0,graph,,N1761,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.782629597826535,-73.96643609856967,30,33030
N8326,junction,,3.0,graph,,N8326,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78257419833645,-73.96471199725232,31,33031
INF_0209,infrastructure,leisure:pitch,,infrastructure,E12632,Pitch,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Pitch,Pitch,,,False,8.688082529747978,12,3,3,33,40.78246883239332,-73.96445892630852,32,33032
INF_0143,infrastructure,leisure:pitch,,infrastructure,E12621,Great Lawn Ball Field 8,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Great Lawn Ball Field 8,Great Lawn Ball Field 8,,,False,31.369677643736694,12,3,3,33,40.78240599438392,-73.9654366358001,33,33033
N8316,dead_end,,1.0,graph,,N8316,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78215210166351,-73.96468880550022,34,33034
INF_0212,infrastructure,leisure:pitch,,infrastructure,E08552,Pitch,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Pitch,Pitch,,,False,11.582223068711084,12,3,3,33,40.7821521,-73.9646888,35,33035
N5750,junction,,4.0,graph,,N5750,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78208829928186,-73.96473039835315,36,33036
INF_0141,infrastructure,leisure:pitch,,infrastructure,E12616,Great Lawn Ball Field 6,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Great Lawn Ball Field 6,Great Lawn Ball Field 6,,,False,34.74894658977499,12,3,3,33,40.782014647592476,-73.96513706652664,37,33037
N1772,junction,,3.0,graph,,N1772,,core,red,Core candidate node,,,,,,,,,,,12,3,3,33,40.78185040322065,-73.9651015955188,38,33038
